website_link,college_name,course_name,course_duration,course_type,fees,seats
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/courses,"Central Institute of Petrochemicals Engineering and Technology, Chennai",Diploma in Plastic Mould Technology,3 Years ,Full time," ,₹ ,1.03 L",NA
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Mechatronics Engineering,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",MBA,2 Years ,Full time," ,₹ ,60.00 K",60
https://www.careers360.com/colleges/bannari-amman-institute-of-technology-erode/courses,"Bannari Amman Institute of Technology, Erode",BE Agriculture Engineering,4 Years ,Full time," ,₹ ,2.80 L",60
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",MBA,2 Years ,Full time,NA,120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",MBA,2 Years ,Full time,NA,120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Com Self Finance,3 Years ,Full time,NA,120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Com Computer Application Self Finance,3 Years ,Full time,NA,120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",MBA Self Financing,2 Years ,Full time,NA,120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Com Professional Accounting Self Finance,3 Years ,Full time,NA,120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Com,3 Years ,Full time,NA,120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Com Computer Applications,3 Years ,Full time," ,₹ ,1.20 L",120
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Com,3 Years ,Full time,NA,130
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Sc Physics,3 Years ,Full time,NA,120
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",MBA,2 Years ,Full time," ,₹ ,70.00 K",120
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",MCA,3 Years ,Full time,NA,120
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",MBA,2 Years ,Full time," ,₹ ,7.00 L",NA
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Com Computer Applications,3 Years ,Full time,NA,120
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",MA Tamil,2 Years ,Full time,NA,120
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",M.Sc Computer Science,2 Years ,Full time,NA,120
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",B.Sc Physics Self Finance,3 Years ,Full time,NA,120
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Information Technology,4 Years ,Full time," ,₹ ,6.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Civil Engineering,4 Years ,Full time," ,₹ ,6.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Biotechnology,4 Years ,Full time," ,₹ ,8.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",MCA,2 Years ,Online," ,₹ ,1.21 L",60
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Pharma,4 Years ,Full time," ,₹ ,7.80 L",60
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Cyber Security,4 Years ,Full time," ,₹ ,8.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Internet of Things,4 Years ,Full time," ,₹ ,8.35 L",NA
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",MBA,2 Years ,Online," ,₹ ,1.61 L",60
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,2.20 L",60
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",BE Civil Engineering,4 Years ,Full time," ,₹ ,2.00 L",30
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",ME CAD CAM,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",ME Applied Electronics,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",ME Computer Science and Engineering,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",Ph.D Electronics and Communication Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/chennai-institute-of-technology-chennai/courses,"Chennai Institute of Technology, Chennai",Ph.D Mechanical Engineering,6 Years ,Full time,NA,NA
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",BE Electronics and Communication Engineering,4 Years ,Full time," ,₹ ,1.01 L",120
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",BE Computer Science and Engineering,4 Years ,Full time," ,₹ ,1.01 L",120
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",BE Electrical and Electronics Engineering,4 Years ,Full time," ,₹ ,1.01 L",120
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",M.Sc Data Science Integrated,5 Years ,Full time," ,₹ ,7.40 L",60
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",M.Sc Artificial Intelligence and Machine Learning Integrated,5 Years ,Full time," ,₹ ,7.40 L",60
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",M.Sc Software Systems Integrated,5 Years ,Full time," ,₹ ,7.40 L",60
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",B.Tech Information Technology,4 Years ,Full time," ,₹ ,1.01 L",60
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",BE Artificial Intelligence and Data Science,4 Years ,Full time," ,₹ ,1.01 L",60
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",MBA,2 Years ,Full time," ,₹ ,4.09 L",60
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/courses,"Central Institute of Petrochemicals Engineering and Technology, Chennai",B.Tech Plastics Technology,4 Years ,Full time," ,₹ ,2.45 L",60
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/courses,"Central Institute of Petrochemicals Engineering and Technology, Chennai",B.E Manufacturing Engineering,4 Years ,Full time," ,₹ ,2.46 L",60
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/courses,"Central Institute of Petrochemicals Engineering and Technology, Chennai",PGD in Plastics Processing and Testing,1 Year 6 Months,Full time," ,₹ ,1.23 L",60
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/courses,"Central Institute of Petrochemicals Engineering and Technology, Chennai",Post Diploma in Plastic Mould Design,1 Year 6 Months,Full time," ,₹ ,1.23 L",NA
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/courses,"Central Institute of Petrochemicals Engineering and Technology, Chennai",Diploma in Plastic Technology,3 Years ,Full time,NA,NA
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/courses,"Central Institute of Petrochemicals Engineering and Technology, Chennai",M.Tech Plastics Technology,2 Years ,Full time," ,₹ ,1.33 L",18
https://www.careers360.com/colleges/central-institute-of-petrochemicals-engineering-and-technology-chennai/courses,"Central Institute of Petrochemicals Engineering and Technology, Chennai",ME CAD CAM,2 Years ,Full time," ,₹ ,1.30 L",18
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Sc Computer Science,3 Years ,Full time," ,₹ ,1.08 L",120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Sc Computer Science,3 Years ,Full time," ,₹ ,5.55 K",120
https://www.careers360.com/university/bharathiar-university-coimbatore/courses,"Bharathiar University, Coimbatore",B.Sc Computer Technology,3 Years ,Full time,NA,120
https://www.careers360.com/university/bharathidasan-university-tiruchirappalli/courses,"Bharathidasan University, Tiruchirappalli",MBA,2 Years ,Full time," ,₹ ,1.00 L",120
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Des,4 Years ,Full time,NA,40
https://www.careers360.com/university/bs-abdur-rahman-crescent-institute-of-science-and-technology-chennai/courses,"BS Abdur Rahman Crescent Institute of Science and Technology, Chennai",B.Tech Automobile Engineering,4 Years ,Full time," ,₹ ,6.35 L",NA
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",BE Chemical Engineering,4 Years ,Full time," ,₹ ,1.01 L",60
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",BE Civil Engineering,4 Years ,Full time," ,₹ ,1.01 L",60
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",M.Sc Decision and Computing Sciences Integrated,5 Years ,Full time," ,₹ ,7.40 L",60
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",MCA,3 Years ,Full time," ,₹ ,1.33 L",45
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",ME Advanced Manufacturing Technology,2 Years ,Full time," ,₹ ,2.61 L",NA
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",ME Communication Engineering,2 Years ,Full time," ,₹ ,2.61 L",NA
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",ME Environmental Engineering,2 Years ,Full time,NA,NA
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",ME Embedded and Real Time Systems,2 Years ,Full time," ,₹ ,2.61 L",NA
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",ME Computer Science and Engineering,2 Years ,Full time," ,₹ ,2.61 L",NA
https://www.careers360.com/colleges/coimbatore-institute-of-technology-coimbatore/courses,"Coimbatore Institute of Technology, Coimbatore",ME Structural Engineering,2 Years ,Full time," ,₹ ,2.61 L",NA
